,sensor_id,sensor_name,sens_event,activity,act_event
2003-04-19 05:52:15,137.0,Door_137,ON,,
2003-04-19 05:52:15,137.0,Door_137,OFF,,
2003-04-19 05:52:15,137.0,Door_137,ON,,
2003-04-19 05:54:51,,,,Toileting,End
2003-04-19 05:56:47,106.0,Light switch_106,OFF,,
2003-04-19 05:56:47,106.0,Light switch_106,OFF,,
2003-04-19 05:57:47,138.0,Cabinet_138,OFF,,
2003-04-19 06:14:56,51.0,Door_51,ON,,
2003-04-19 06:14:57,51.0,Door_51,OFF,,
2003-04-19 06:14:58,51.0,Door_51,ON,,
2003-04-19 06:15:04,51.0,Door_51,OFF,,
2003-04-19 06:20:10,101.0,TV_101,ON,,
2003-04-19 06:20:15,101.0,TV_101,OFF,,
2003-04-19 06:20:19,101.0,TV_101,ON,,
2003-04-19 06:20:24,101.0,TV_101,OFF,,
2003-04-19 06:20:38,101.0,TV_101,ON,,
2003-04-19 06:20:42,101.0,TV_101,OFF,,
2003-04-19 06:20:46,101.0,TV_101,ON,,
2003-04-19 06:20:51,101.0,TV_101,OFF,,
2003-04-19 06:21:00,101.0,TV_101,ON,,
2003-04-19 06:21:10,101.0,TV_101,OFF,,
2003-04-19 06:21:16,101.0,TV_101,ON,,
2003-04-19 06:21:19,101.0,TV_101,OFF,,
2003-04-19 06:21:24,101.0,TV_101,ON,,
2003-04-19 06:24:10,110.0,Light switch_110,OFF,,
2003-04-19 06:24:10,110.0,Light switch_110,OFF,,
2003-04-19 06:24:22,141.0,TV_141,ON,,
2003-04-19 06:24:31,141.0,TV_141,OFF,,
2003-04-19 06:28:45,51.0,Door_51,ON,,
2003-04-19 06:28:49,51.0,Door_51,OFF,,
2003-04-19 06:34:37,107.0,Light switch_107,ON,,
2003-04-19 06:35:07,106.0,Light switch_106,ON,,
2003-04-19 06:39:57,101.0,TV_101,OFF,,
2003-04-19 06:40:03,101.0,TV_101,ON,,
2003-04-19 06:40:06,101.0,TV_101,OFF,,
2003-04-19 06:40:12,101.0,TV_101,ON,,
2003-04-19 06:40:15,101.0,TV_101,OFF,,
2003-04-19 06:40:33,101.0,TV_101,ON,,
2003-04-19 06:40:36,101.0,TV_101,OFF,,
2003-04-19 06:40:41,101.0,TV_101,ON,,
2003-04-19 06:40:48,101.0,TV_101,OFF,,
2003-04-19 06:40:53,101.0,TV_101,ON,,
2003-04-19 06:40:56,101.0,TV_101,OFF,,
2003-04-19 06:41:01,101.0,TV_101,ON,,
2003-04-19 06:41:05,101.0,TV_101,OFF,,
2003-04-19 06:41:10,101.0,TV_101,ON,,
2003-04-19 06:41:15,101.0,TV_101,OFF,,
2003-04-19 06:41:20,101.0,TV_101,ON,,
2003-04-19 06:41:24,101.0,TV_101,OFF,,
2003-04-19 06:41:29,101.0,TV_101,ON,,
2003-04-19 06:41:36,101.0,TV_101,OFF,,
2003-04-19 06:41:37,101.0,TV_101,ON,,
2003-04-19 06:41:39,101.0,TV_101,OFF,,
2003-04-19 06:41:40,101.0,TV_101,ON,,
2003-04-19 06:57:25,,,,Preparing breakfast,Start
2003-04-19 07:04:50,75.0,Light switch_75,ON,,
2003-04-19 07:04:50,75.0,Light switch_75,ON,,
2003-04-19 07:05:07,115.0,Microwave_115,ON,,
2003-04-19 07:05:07,115.0,Microwave_115,ON,,
2003-04-19 07:05:22,115.0,Microwave_115,OFF,,
2003-04-19 07:05:22,115.0,Microwave_115,OFF,,
2003-04-19 07:05:28,75.0,Light switch_75,OFF,,
2003-04-19 07:05:28,53.0,Light switch_53,ON,,
2003-04-19 07:05:28,75.0,Light switch_75,OFF,,
2003-04-19 07:05:28,53.0,Light switch_53,ON,,
2003-04-19 07:05:29,119.0,Light switch_119,ON,,
2003-04-19 07:05:29,119.0,Light switch_119,ON,,
2003-04-19 07:12:51,137.0,Door_137,OFF,,
2003-04-19 07:12:51,137.0,Door_137,OFF,,
2003-04-19 07:13:09,137.0,Door_137,ON,,
2003-04-19 07:13:09,137.0,Door_137,ON,,
2003-04-19 07:13:16,,,,Preparing breakfast,End
2003-04-19 07:18:40,137.0,Door_137,OFF,,
2003-04-19 07:18:40,137.0,Door_137,OFF,,
2003-04-19 07:33:24,137.0,Door_137,ON,,
2003-04-19 07:33:27,137.0,Door_137,OFF,,
2003-04-19 07:33:30,137.0,Door_137,ON,,
2003-04-19 07:39:56,141.0,TV_141,ON,,
2003-04-19 07:40:01,141.0,TV_141,OFF,,
2003-04-19 07:40:40,141.0,TV_141,ON,,
2003-04-19 07:40:43,141.0,TV_141,OFF,,
2003-04-19 07:43:26,112.0,Toilet Flush_112,OFF,,
2003-04-19 07:43:26,112.0,Toilet Flush_112,OFF,,
2003-04-19 07:43:27,112.0,Toilet Flush_112,ON,,
2003-04-19 07:56:09,98.0,Light switch_98,OFF,,
2003-04-19 07:56:09,98.0,Light switch_98,OFF,,
2003-04-19 07:56:34,141.0,TV_141,ON,,
2003-04-19 07:56:36,141.0,TV_141,OFF,,
2003-04-19 07:56:38,141.0,TV_141,ON,,
2003-04-19 07:57:38,141.0,TV_141,OFF,,
2003-04-19 07:58:24,98.0,Light switch_98,ON,,
2003-04-19 08:02:24,115.0,Microwave_115,ON,,
2003-04-19 08:02:40,115.0,Microwave_115,OFF,,
2003-04-19 08:03:28,,,,Watching TV,End
2003-04-19 08:18:12,,,,Washing dishes,Start
2003-04-19 08:19:15,96.0,Sink faucet - cold_96,ON,,
2003-04-19 08:19:55,64.0,Cabinet_64,ON,,
2003-04-19 08:20:10,64.0,Cabinet_64,OFF,,
2003-04-19 08:20:11,96.0,Sink faucet - cold_96,OFF,,
2003-04-19 08:20:16,51.0,Door_51,ON,,
2003-04-19 08:21:10,96.0,Sink faucet - cold_96,ON,,
2003-04-19 08:21:16,96.0,Sink faucet - cold_96,OFF,,
2003-04-19 08:21:55,96.0,Sink faucet - cold_96,ON,,
2003-04-19 08:21:58,96.0,Sink faucet - cold_96,OFF,,
2003-04-19 08:22:10,96.0,Sink faucet - cold_96,ON,,
2003-04-19 08:22:12,96.0,Sink faucet - cold_96,OFF,,
2003-04-19 08:23:25,,,,Washing dishes,End
2003-04-19 08:47:59,137.0,Door_137,OFF,,
2003-04-19 09:25:27,,,,Listening to music,Start
2003-04-19 09:26:38,,,,Home education,Start
2003-04-19 09:32:40,119.0,Light switch_119,OFF,,
2003-04-19 09:32:40,119.0,Light switch_119,OFF,,
2003-04-19 09:34:19,106.0,Light switch_106,OFF,,
2003-04-19 09:34:52,122.0,Stereo_122,ON,,
2003-04-19 09:34:52,122.0,Stereo_122,ON,,
2003-04-19 09:34:56,122.0,Stereo_122,OFF,,
2003-04-19 09:34:56,122.0,Stereo_122,OFF,,
2003-04-19 09:42:36,,,,Home education,End
2003-04-19 10:01:20,122.0,Stereo_122,ON,,
2003-04-19 10:08:30,119.0,Light switch_119,ON,,
2003-04-19 10:30:09,122.0,Stereo_122,OFF,,
2003-04-19 10:36:01,122.0,Stereo_122,ON,,
2003-04-19 10:36:56,107.0,Light switch_107,OFF,,
2003-04-19 10:37:17,107.0,Light switch_107,ON,,
2003-04-19 10:39:33,85.0,Door_85,ON,,
2003-04-19 10:41:50,,,,Preparing a snack,Start
2003-04-19 10:43:03,85.0,Door_85,OFF,,
2003-04-19 10:43:48,54.0,Cabinet_54,ON,,
2003-04-19 10:43:48,54.0,Cabinet_54,ON,,
2003-04-19 10:46:10,54.0,Cabinet_54,OFF,,
2003-04-19 10:46:10,54.0,Cabinet_54,OFF,,
2003-04-19 10:58:11,84.0,Garbage disposal_84,OFF,,
2003-04-19 10:58:12,84.0,Garbage disposal_84,ON,,
2003-04-19 10:58:12,84.0,Garbage disposal_84,ON,,
2003-04-19 10:58:28,96.0,Sink faucet - cold_96,ON,,
2003-04-19 10:58:28,96.0,Sink faucet - cold_96,ON,,
2003-04-19 10:58:44,96.0,Sink faucet - cold_96,OFF,,
2003-04-19 10:58:44,96.0,Sink faucet - cold_96,OFF,,
2003-04-19 10:59:27,91.0,Sink faucet - cold_91,ON,,
2003-04-19 10:59:27,91.0,Sink faucet - cold_91,ON,,
2003-04-19 10:59:31,91.0,Sink faucet - cold_91,OFF,,
2003-04-19 10:59:31,91.0,Sink faucet - cold_91,OFF,,
2003-04-19 10:59:56,70.0,Freezer_70,ON,,
2003-04-19 10:59:56,70.0,Freezer_70,ON,,
2003-04-19 11:00:31,70.0,Freezer_70,OFF,,
2003-04-19 11:00:31,70.0,Freezer_70,OFF,,
2003-04-19 11:00:32,74.0,Refrigerator_74,ON,,
2003-04-19 11:00:32,74.0,Refrigerator_74,ON,,
2003-04-19 11:00:48,74.0,Refrigerator_74,OFF,,
2003-04-19 11:00:48,74.0,Refrigerator_74,OFF,,
2003-04-19 11:00:55,115.0,Microwave_115,ON,,
2003-04-19 11:00:55,115.0,Microwave_115,ON,,
2003-04-19 11:01:04,115.0,Microwave_115,OFF,,
2003-04-19 11:01:04,115.0,Microwave_115,OFF,,
2003-04-19 11:02:20,122.0,Stereo_122,OFF,,
2003-04-19 11:05:14,,,,Preparing a snack,End
2003-04-19 11:39:49,122.0,Stereo_122,ON,,
2003-04-19 11:39:56,122.0,Stereo_122,OFF,,
2003-04-19 11:48:43,,,,Listening to music,End
2003-04-19 13:03:43,115.0,Microwave_115,ON,,
2003-04-19 13:03:50,115.0,Microwave_115,OFF,,
2003-04-19 13:04:36,,,,Preparing a beverage,Start
2003-04-19 13:10:39,85.0,Door_85,ON,,
2003-04-19 13:10:52,85.0,Door_85,OFF,,
2003-04-19 13:12:16,74.0,Refrigerator_74,ON,,
2003-04-19 13:12:25,74.0,Refrigerator_74,OFF,,
2003-04-19 13:13:38,74.0,Refrigerator_74,ON,,
2003-04-19 13:14:38,74.0,Refrigerator_74,OFF,,
2003-04-19 13:15:03,107.0,Light switch_107,OFF,,
2003-04-19 13:15:21,85.0,Door_85,ON,,
2003-04-19 13:15:35,85.0,Door_85,OFF,,
2003-04-19 13:25:33,115.0,Microwave_115,ON,,
2003-04-19 13:26:18,96.0,Sink faucet - cold_96,ON,,
2003-04-19 13:26:25,96.0,Sink faucet - cold_96,OFF,,
2003-04-19 13:26:43,115.0,Microwave_115,OFF,,
2003-04-19 13:28:18,108.0,Toaster_108,ON,,
2003-04-19 13:28:24,,,,Preparing a beverage,End
2003-04-19 13:32:45,,,,Preparing lunch,Start
2003-04-19 13:40:11,74.0,Refrigerator_74,ON,,
2003-04-19 13:41:00,74.0,Refrigerator_74,OFF,,
2003-04-19 13:41:24,108.0,Toaster_108,OFF,,
2003-04-19 13:42:04,96.0,Sink faucet - cold_96,ON,,
2003-04-19 13:42:12,96.0,Sink faucet - cold_96,OFF,,
2003-04-19 13:42:39,70.0,Freezer_70,ON,,
2003-04-19 13:42:59,70.0,Freezer_70,OFF,,
2003-04-19 13:43:15,84.0,Garbage disposal_84,OFF,,
2003-04-19 13:43:15,84.0,Garbage disposal_84,OFF,,
2003-04-19 13:43:16,84.0,Garbage disposal_84,ON,,
2003-04-19 13:43:28,115.0,Microwave_115,ON,,
2003-04-19 13:43:32,115.0,Microwave_115,OFF,,
2003-04-19 13:44:15,96.0,Sink faucet - cold_96,ON,,
2003-04-19 13:44:43,96.0,Sink faucet - cold_96,OFF,,
2003-04-19 13:44:56,96.0,Sink faucet - cold_96,ON,,
2003-04-19 13:45:02,96.0,Sink faucet - cold_96,OFF,,
2003-04-19 13:45:19,108.0,Toaster_108,ON,,
2003-04-19 13:46:31,108.0,Toaster_108,OFF,,
2003-04-19 13:46:37,115.0,Microwave_115,ON,,
2003-04-19 13:47:11,115.0,Microwave_115,OFF,,
2003-04-19 13:48:17,108.0,Toaster_108,ON,,
2003-04-19 13:48:35,108.0,Toaster_108,OFF,,
2003-04-19 13:49:57,108.0,Toaster_108,ON,,
2003-04-19 13:50:10,108.0,Toaster_108,OFF,,
2003-04-19 13:52:00,108.0,Toaster_108,ON,,
2003-04-19 13:52:11,108.0,Toaster_108,OFF,,
2003-04-19 13:53:20,108.0,Toaster_108,ON,,
2003-04-19 13:54:02,108.0,Toaster_108,OFF,,
2003-04-19 13:55:51,108.0,Toaster_108,ON,,
2003-04-19 13:56:06,108.0,Toaster_108,OFF,,
2003-04-19 13:57:25,108.0,Toaster_108,ON,,
2003-04-19 13:58:26,114.0,Drawer_114,ON,,
2003-04-19 14:00:14,108.0,Toaster_108,OFF,,
2003-04-19 14:00:34,114.0,Drawer_114,OFF,,
2003-04-19 14:00:57,96.0,Sink faucet - cold_96,ON,,
2003-04-19 14:01:01,96.0,Sink faucet - cold_96,OFF,,
2003-04-19 14:01:44,108.0,Toaster_108,ON,,
2003-04-19 14:02:44,108.0,Toaster_108,OFF,,
2003-04-19 14:04:55,115.0,Microwave_115,ON,,
2003-04-19 14:04:58,115.0,Microwave_115,OFF,,
2003-04-19 14:06:42,,,,Preparing lunch,End
2003-04-19 14:06:54,115.0,Microwave_115,ON,,
2003-04-19 14:07:04,115.0,Microwave_115,OFF,,
2003-04-19 14:27:27,,,,Preparing a snack,Start
2003-04-19 14:32:35,108.0,Toaster_108,ON,,
2003-04-19 14:32:43,108.0,Toaster_108,OFF,,
2003-04-19 14:34:31,108.0,Toaster_108,ON,,
2003-04-19 14:34:34,108.0,Toaster_108,OFF,,
2003-04-19 14:34:39,114.0,Drawer_114,ON,,
2003-04-19 14:34:41,114.0,Drawer_114,OFF,,
2003-04-19 14:42:00,,,,Preparing a snack,End
2003-04-19 14:49:38,112.0,Toilet Flush_112,OFF,,
2003-04-19 15:14:48,119.0,Light switch_119,OFF,,
2003-04-19 15:39:33,,,,Watching TV,Start
2003-04-19 15:53:30,141.0,TV_141,ON,,
2003-04-19 15:56:02,141.0,TV_141,OFF,,
2003-04-19 15:56:04,141.0,TV_141,ON,,
2003-04-19 15:56:08,141.0,TV_141,OFF,,
2003-04-19 16:02:10,141.0,TV_141,ON,,
2003-04-19 16:12:07,,,,Watching TV,End
2003-04-19 16:18:08,,,,Lawnwork,Start
2003-04-19 16:28:50,85.0,Door_85,ON,,
2003-04-19 16:49:44,137.0,Door_137,ON,,
2003-04-19 16:52:31,85.0,Door_85,OFF,,
2003-04-19 17:02:27,,,,Lawnwork,End
2003-04-19 17:27:59,,,,Preparing dinner,Start
2003-04-19 17:29:17,74.0,Refrigerator_74,ON,,
2003-04-19 17:29:35,66.0,Refrigerator_66,ON,,
2003-04-19 17:29:38,66.0,Refrigerator_66,OFF,,
2003-04-19 17:29:57,74.0,Refrigerator_74,OFF,,
2003-04-19 17:30:01,75.0,Light switch_75,ON,,
2003-04-19 17:31:00,115.0,Microwave_115,ON,,
2003-04-19 17:31:07,115.0,Microwave_115,OFF,,
2003-04-19 17:31:33,96.0,Sink faucet - cold_96,ON,,
2003-04-19 17:31:34,96.0,Sink faucet - cold_96,OFF,,
2003-04-19 17:31:47,74.0,Refrigerator_74,ON,,
2003-04-19 17:32:07,74.0,Refrigerator_74,OFF,,
2003-04-19 17:32:16,115.0,Microwave_115,ON,,
2003-04-19 17:32:27,115.0,Microwave_115,OFF,,
2003-04-19 17:32:33,115.0,Microwave_115,ON,,
2003-04-19 17:32:54,96.0,Sink faucet - cold_96,ON,,
2003-04-19 17:32:57,96.0,Sink faucet - cold_96,OFF,,
2003-04-19 17:33:27,114.0,Drawer_114,ON,,
2003-04-19 17:33:36,114.0,Drawer_114,OFF,,
2003-04-19 17:33:41,70.0,Freezer_70,ON,,
2003-04-19 17:33:50,70.0,Freezer_70,OFF,,
2003-04-19 17:34:26,115.0,Microwave_115,OFF,,
2003-04-19 17:36:06,115.0,Microwave_115,ON,,
2003-04-19 17:36:13,115.0,Microwave_115,OFF,,
2003-04-19 17:45:44,77.0,Drawer_77,ON,,
2003-04-19 17:46:06,77.0,Drawer_77,OFF,,
2003-04-19 17:47:42,74.0,Refrigerator_74,ON,,
2003-04-19 17:48:07,74.0,Refrigerator_74,OFF,,
2003-04-19 17:57:42,74.0,Refrigerator_74,ON,,
2003-04-19 17:57:54,74.0,Refrigerator_74,OFF,,
2003-04-19 17:58:15,96.0,Sink faucet - cold_96,ON,,
2003-04-19 17:58:57,96.0,Sink faucet - cold_96,OFF,,
2003-04-19 17:59:40,114.0,Drawer_114,ON,,
2003-04-19 17:59:43,114.0,Drawer_114,OFF,,
2003-04-19 17:59:55,79.0,Cabinet_79,ON,,
2003-04-19 17:59:56,73.0,Cabinet_73,ON,,
2003-04-19 17:59:57,79.0,Cabinet_79,OFF,,
2003-04-19 18:00:05,79.0,Cabinet_79,ON,,
2003-04-19 18:00:06,73.0,Cabinet_73,OFF,,
2003-04-19 18:00:06,79.0,Cabinet_79,OFF,,
2003-04-19 18:02:56,109.0,Light switch_109,OFF,,
2003-04-19 18:02:56,109.0,Light switch_109,OFF,,
2003-04-19 18:03:31,53.0,Light switch_53,OFF,,
2003-04-19 18:03:31,53.0,Light switch_53,OFF,,
2003-04-19 18:03:31,75.0,Light switch_75,OFF,,
2003-04-19 18:04:07,,,,Preparing dinner,End
2003-04-19 18:45:02,,,,Home education,Start
2003-04-19 18:49:49,107.0,Light switch_107,ON,,
2003-04-19 19:39:09,99.0,Light switch_99,ON,,
2003-04-19 19:39:13,107.0,Light switch_107,OFF,,
2003-04-19 19:39:14,85.0,Door_85,ON,,
2003-04-19 19:39:19,85.0,Door_85,OFF,,
2003-04-19 19:44:11,98.0,Light switch_98,OFF,,
2003-04-19 20:00:43,,,,Watching TV,Start
2003-04-19 20:08:33,85.0,Door_85,ON,,
2003-04-19 20:08:33,85.0,Door_85,ON,,
2003-04-19 20:08:41,85.0,Door_85,OFF,,
2003-04-19 20:08:41,85.0,Door_85,OFF,,
2003-04-19 20:09:33,141.0,TV_141,OFF,,
2003-04-19 20:11:33,107.0,Light switch_107,ON,,
2003-04-19 20:11:33,107.0,Light switch_107,ON,,
2003-04-19 20:11:42,99.0,Light switch_99,OFF,,
2003-04-19 20:15:42,107.0,Light switch_107,OFF,,
2003-04-19 20:15:42,107.0,Light switch_107,OFF,,
2003-04-19 20:15:54,107.0,Light switch_107,ON,,
2003-04-19 20:15:54,107.0,Light switch_107,ON,,
2003-04-19 20:17:38,107.0,Light switch_107,OFF,,
2003-04-19 20:17:38,107.0,Light switch_107,OFF,,
2003-04-19 20:17:47,107.0,Light switch_107,ON,,
2003-04-19 20:17:47,107.0,Light switch_107,ON,,
2003-04-19 20:18:06,107.0,Light switch_107,OFF,,
2003-04-19 20:18:06,107.0,Light switch_107,OFF,,
2003-04-19 20:19:42,,,,Watching TV,End
2003-04-19 20:22:53,,,,Home education,End
2003-04-19 20:33:07,101.0,TV_101,OFF,,
2003-04-19 20:54:26,137.0,Door_137,OFF,,
2003-04-19 20:57:37,,,,Preparing a snack,Start
2003-04-19 20:59:02,75.0,Light switch_75,ON,,
2003-04-19 20:59:33,51.0,Door_51,OFF,,
2003-04-19 20:59:45,106.0,Light switch_106,ON,,
2003-04-19 21:00:07,106.0,Light switch_106,OFF,,
2003-04-19 21:00:08,106.0,Light switch_106,ON,,
2003-04-19 21:00:09,106.0,Light switch_106,OFF,,
2003-04-19 21:01:02,51.0,Door_51,ON,,
2003-04-19 21:01:07,51.0,Door_51,OFF,,
2003-04-19 21:01:57,51.0,Door_51,ON,,
2003-04-19 21:02:06,51.0,Door_51,OFF,,
2003-04-19 21:02:21,91.0,Sink faucet - cold_91,ON,,
2003-04-19 21:02:26,91.0,Sink faucet - cold_91,OFF,,
2003-04-19 21:03:29,114.0,Drawer_114,ON,,
2003-04-19 21:03:39,114.0,Drawer_114,OFF,,
2003-04-19 21:03:58,84.0,Garbage disposal_84,OFF,,
2003-04-19 21:03:58,84.0,Garbage disposal_84,ON,,
2003-04-19 21:08:57,74.0,Refrigerator_74,ON,,
2003-04-19 21:09:16,74.0,Refrigerator_74,OFF,,
2003-04-19 21:12:34,74.0,Refrigerator_74,ON,,
2003-04-19 21:12:38,74.0,Refrigerator_74,OFF,,
2003-04-19 21:19:13,74.0,Refrigerator_74,ON,,
2003-04-19 21:19:16,74.0,Refrigerator_74,OFF,,
2003-04-19 21:27:00,74.0,Refrigerator_74,ON,,
2003-04-19 21:27:02,74.0,Refrigerator_74,OFF,,
2003-04-19 21:28:10,84.0,Garbage disposal_84,OFF,,
2003-04-19 21:28:35,79.0,Cabinet_79,ON,,
2003-04-19 21:28:36,79.0,Cabinet_79,OFF,,
2003-04-19 21:29:11,75.0,Light switch_75,OFF,,
2003-04-19 21:34:28,115.0,Microwave_115,ON,,
2003-04-19 21:34:31,115.0,Microwave_115,OFF,,
2003-04-19 21:35:12,91.0,Sink faucet - cold_91,ON,,
